map,rows,cols,nodes,pct_nodes,goals,d_start_goal,h_start_goal,pct_start_goal,explored_0,explored_1,explored_2,explored_3,explored_4,explored_5,pct_explored_1,pct_explored_2,pct_explored_3,pct_explored_4,pct_explored_5,elapsed_0,elapsed_1,elapsed_2,elapsed_3,elapsed_4,elapsed_5,pct_elapsed_1,pct_elapsed_2,pct_elapsed_3,pct_elapsed_4,pct_elapsed_5,changed_0,changed_1,changed_2,changed_3,changed_4,changed_5
maze512-4-6,511,511,209266,0.8,4,2750,309,0.11,59831,59729,59688,59715,59743,59776,1.0,1.0,1.0,1.0,1.0,10.051291942596436,8.538132429122925,17.657934188842773,18.390542030334473,17.55901026725769,18.239624738693237,0.85,1.76,1.83,1.75,1.81,,3272,40246,30392,20405,15347
maze512-4-6,511,511,209266,0.8,6,1014,195,0.19,42703,42731,42673,42673,42673,42673,1.0,1.0,1.0,1.0,1.0,8.708031177520752,9.586533069610596,11.745284795761108,10.59494400024414,10.564958572387695,11.774292945861816,1.1,1.35,1.22,1.21,1.35,,1335,34397,23875,16048,12284
maze512-4-6,511,511,209266,0.8,8,5051,326,0.06,123246,123076,119372,119409,119467,119531,1.0,0.97,0.97,0.97,0.97,22.165388822555542,21.00405192375183,19.937657356262207,21.92049479484558,21.148985624313354,22.042438983917236,0.95,0.9,0.99,0.95,0.99,,5918,111673,89666,59839,44818
maze512-4-6,511,511,209266,0.8,10,3864,473,0.12,210773,210241,199500,199718,199480,199476,1.0,0.95,0.95,0.95,0.95,67.84430956840515,69.9891107082367,69.26354885101318,69.3944878578186,68.35907292366028,66.96984577178955,1.03,1.02,1.02,1.01,0.99,,4639,194772,128613,91307,68354
maze512-8-3,511,511,232925,0.89,2,2997,456,0.15,109859,109784,109273,109273,109273,109273,1.0,0.99,0.99,0.99,0.99,29.499166011810303,28.622690439224243,27.106539011001587,27.548303842544556,28.168931007385254,28.2899010181427,0.97,0.92,0.93,0.95,0.96,,3784,105905,69450,46481,34766
maze512-8-3,511,511,232925,0.89,4,707,266,0.38,42861,42792,33407,33474,33529,33586,1.0,0.78,0.78,0.78,0.78,10.996749639511108,11.703312397003174,13.1874840259552,13.86911392211914,12.647796869277954,12.963631629943848,1.06,1.2,1.26,1.15,1.18,,818,24752,22304,14953,11238
maze512-8-3,511,511,232925,0.89,6,928,227,0.24,70440,46481,45740,45740,45740,45740,0.66,0.65,0.65,0.65,0.65,23.25274634361267,16.241722345352173,16.32769751548767,15.098390579223633,15.096397876739502,15.595100164413452,0.7,0.7,0.65,0.65,0.67,,1112,44017,24069,16187,12179
maze512-8-3,511,511,232925,0.89,8,3546,437,0.12,343371,342480,341984,341984,341985,341985,1.0,1.0,1.0,1.0,1.0,155.43243718147278,158.29686403274536,332.8094391822815,338.5541772842407,345.98190784454346,340.85382056236267,1.02,2.14,2.18,2.23,2.19,,4699,226058,158918,107512,81457
maze512-8-3,511,511,232925,0.89,10,2433,564,0.23,149163,149054,149331,146983,146650,146908,1.0,1.0,0.99,0.98,0.98,55.20858645439148,55.12861132621765,56.168007373809814,58.21583104133606,55.69525480270386,58.21683883666992,1.0,1.02,1.05,1.01,1.05,,3073,130073,104363,76407,57390
Moscow_1_1024,1024,1024,796072,0.76,2,446,375,0.84,19320,19019,12576,12576,12576,12576,0.98,0.65,0.65,0.65,0.65,16.346704721450806,17.12524151802063,11.395473003387451,10.353120565414429,10.729868412017822,10.803822755813599,1.05,0.7,0.63,0.66,0.66,,386,11440,5959,4009,2993
Moscow_1_1024,1024,1024,796072,0.76,4,754,753,1.0,3248,3249,3423,3423,3423,3423,1.0,1.05,1.05,1.05,1.05,7.0979554653167725,6.662183523178101,7.665611982345581,7.0789453983306885,7.847491025924683,6.98605751991272,0.94,1.08,1.0,1.11,0.98,,739,88860,52965,35323,26482
Moscow_1_1024,1024,1024,796072,0.76,6,537,504,0.94,27727,20499,13063,13063,13063,13063,0.74,0.47,0.47,0.47,0.47,25.094702005386353,18.77833843231201,12.086109161376953,11.890243768692017,11.807254314422607,11.608402490615845,0.75,0.48,0.47,0.47,0.46,,290,9331,5067,3631,2838
Moscow_1_1024,1024,1024,796072,0.76,8,867,802,0.93,297649,235346,172932,177978,178121,178121,0.79,0.58,0.6,0.6,0.6,845.7023298740387,611.0669164657593,342.04813289642334,378.0316438674927,378.74123549461365,382.0532968044281,0.72,0.4,0.45,0.45,0.45,,2552,172325,124513,85224,63932
Moscow_1_1024,1024,1024,796072,0.76,10,651,582,0.89,64920,44476,19809,21744,21777,21824,0.69,0.31,0.33,0.34,0.34,108.3073399066925,70.01311612129211,29.903974056243896,32.30062556266785,30.819432973861694,30.41769289970398,0.65,0.28,0.3,0.28,0.28,,1530,19773,25017,17780,14400
NewYork_0_1024,1024,1024,792676,0.76,2,1064,933,0.88,144289,143028,104940,104940,104940,104940,0.99,0.73,0.73,0.73,0.73,418.88137340545654,419.50005650520325,274.342759847641,282.46508598327637,273.91594552993774,274.7474591732025,1.0,0.65,0.67,0.65,0.66,,1182,93799,66604,45091,33823
NewYork_0_1024,1024,1024,792676,0.76,4,606,597,0.99,135507,135408,38143,38143,38143,38143,1.0,0.28,0.28,0.28,0.28,247.40906524658203,248.6523404121399,66.88787770271301,66.09034657478333,64.67015814781189,62.746253967285156,1.01,0.27,0.27,0.26,0.25,,1225,54894,41946,34783,26730
NewYork_0_1024,1024,1024,792676,0.76,6,440,439,1.0,764,764,764,764,764,764,1.0,1.0,1.0,1.0,1.0,0.626638650894165,0.589644193649292,0.631650447845459,0.624640703201294,0.5886633396148682,0.7216179370880127,0.94,1.01,1.0,0.94,1.15,,241,3617,5241,6434,7087
NewYork_0_1024,1024,1024,792676,0.76,8,192,191,0.99,582,584,666,666,666,666,1.0,1.14,1.14,1.14,1.14,0.2728393077850342,0.2868173122406006,0.36181092262268066,0.33182597160339355,0.35179686546325684,0.3268284797668457,1.05,1.33,1.22,1.29,1.2,,592,10598,8792,5864,4395
NewYork_0_1024,1024,1024,792676,0.76,10,540,539,1.0,2176,2179,5205,5255,5305,5355,1.0,2.39,2.41,2.44,2.46,2.4596333503723145,2.424651861190796,3.994701623916626,4.2945544719696045,4.003714323043823,4.6753315925598145,0.99,1.62,1.75,1.63,1.9,,2351,40992,41515,31242,24216
orz700d,796,896,95600,0.13,2,283,196,0.69,7463,7332,4103,4103,4103,4103,0.98,0.55,0.55,0.55,0.55,2.209740400314331,2.0138518810272217,0.8625056743621826,0.8955066204071045,0.8574895858764648,1.0723869800567627,0.91,0.39,0.41,0.39,0.49,,193,3809,1897,1267,950
orz700d,796,896,95600,0.13,4,495,282,0.57,36703,28292,14857,14857,14857,14857,0.77,0.4,0.4,0.4,0.4,12.196035861968994,9.380632400512695,4.914193153381348,5.775704383850098,5.165053844451904,4.93220329284668,0.77,0.4,0.47,0.42,0.4,,640,11597,5819,3888,2943
orz700d,796,896,95600,0.13,6,1090,641,0.59,40534,40395,32593,32598,32606,32622,1.0,0.8,0.8,0.8,0.8,15.503218650817871,16.027867794036865,14.129948854446411,14.08599305152893,14.055989503860474,14.349822044372559,1.03,0.91,0.91,0.91,0.93,,1662,31552,21915,14982,11449
orz700d,796,896,95600,0.13,8,399,312,0.78,12187,10143,4971,5082,5213,5356,0.83,0.41,0.42,0.43,0.44,3.8667690753936768,3.2261548042297363,1.0983707904815674,1.1113617420196533,1.1453254222869873,1.2392871379852295,0.83,0.28,0.29,0.3,0.32,,486,4099,2960,2490,1932
orz700d,796,896,95600,0.13,10,549,548,1.0,635,638,632,632,593,653,1.0,1.0,1.0,0.93,1.03,0.7325997352600098,0.7795488834381104,0.731595516204834,0.7405586242675781,0.9584503173828125,0.7435922622680664,1.06,1.0,1.01,1.31,1.02,,95,672,751,315,1431
orz900d,633,1397,96603,0.11,2,834,333,0.4,38417,37901,22741,22741,22741,22741,0.99,0.59,0.59,0.59,0.59,19.89466619491577,20.00558614730835,6.744152307510376,6.295390844345093,6.504272222518921,6.738174915313721,1.01,0.34,0.32,0.33,0.34,,955,21306,26879,17913,13435
orz900d,633,1397,96603,0.11,4,421,288,0.68,11100,8033,5594,5594,5594,5594,0.72,0.5,0.5,0.5,0.5,4.202604293823242,3.1112279891967773,1.4341998100280762,1.4131932258605957,1.6810221672058105,1.859919548034668,0.74,0.34,0.34,0.4,0.44,,617,5285,3058,2044,1551
orz900d,633,1397,96603,0.11,6,935,672,0.72,91490,72676,34783,34853,35014,35101,0.79,0.38,0.38,0.38,0.38,105.87166810035706,82.16920948028564,25.464471578598022,25.92922568321228,25.176656007766724,25.63539743423462,0.78,0.24,0.24,0.24,0.24,,2503,35292,19224,13513,10758
orz900d,633,1397,96603,0.11,8,424,307,0.72,15279,13632,8528,8570,8609,8638,0.89,0.56,0.56,0.56,0.57,5.596810817718506,3.802809000015259,2.4676291942596436,2.526577949523926,3.010298013687134,2.6164872646331787,0.68,0.44,0.45,0.54,0.47,,901,6703,4822,3481,2894
orz900d,633,1397,96603,0.11,10,55,54,0.98,207,197,209,302,302,302,0.95,1.01,1.46,1.46,1.46,0.02598404884338379,0.027979373931884766,0.03497910499572754,0.03797459602355957,0.039971351623535156,0.04398608207702637,1.08,1.35,1.46,1.54,1.69,,142,576,306,207,150
ost100d,771,777,137375,0.23,2,1005,594,0.59,121601,121409,87249,87249,87249,87249,1.0,0.72,0.72,0.72,0.72,117.29818201065063,115.18240427970886,81.96332859992981,83.22357273101807,84.36492586135864,82.1281943321228,0.98,0.7,0.71,0.72,0.7,,1317,86175,64539,43784,32886
ost100d,771,777,137375,0.23,4,336,327,0.97,10774,10771,10762,10762,10762,10762,1.0,1.0,1.0,1.0,1.0,6.512270450592041,6.524266481399536,6.870101690292358,7.5377349853515625,7.045984745025635,7.480735540390015,1.0,1.05,1.16,1.08,1.15,,223,6112,4155,3090,2369
ost100d,771,777,137375,0.23,6,475,474,1.0,1178,1164,1164,1164,1164,1164,0.99,0.99,0.99,0.99,0.99,0.9664504528045654,0.9644453525543213,1.246307611465454,0.999427318572998,0.9404425621032715,0.9484562873840332,1.0,1.29,1.03,0.97,0.98,,351,1949,2739,3462,3914
ost100d,771,777,137375,0.23,8,562,409,0.73,41164,34353,23097,25206,27245,28694,0.83,0.56,0.61,0.66,0.7,20.12657070159912,15.998865842819214,11.028714179992676,11.404494047164917,12.435952186584473,12.86171007156372,0.79,0.55,0.57,0.62,0.64,,362,7177,5879,6141,5306
ost100d,771,777,137375,0.23,10,675,672,1.0,93068,89661,18539,18557,18560,18560,0.96,0.2,0.2,0.2,0.2,190.45550107955933,162.03771591186523,33.856727600097656,34.44935464859009,34.20252799987793,34.00162625312805,0.85,0.18,0.18,0.18,0.18,,3787,21321,12439,9730,7792
Paris_0_1024,1024,1024,795749,0.76,2,99,98,0.99,180,180,180,180,180,180,1.0,1.0,1.0,1.0,1.0,0.057965755462646484,0.05696749687194824,0.05696415901184082,0.0719594955444336,0.05696511268615723,0.05796408653259277,0.98,0.98,1.24,0.98,1.0,,0,0,0,0,0
Paris_0_1024,1024,1024,795749,0.76,4,418,417,1.0,560,560,560,560,560,560,1.0,1.0,1.0,1.0,1.0,0.6236436367034912,0.5836668014526367,0.5846467018127441,0.70259690284729,0.5826442241668701,0.5746891498565674,0.94,0.94,1.13,0.93,0.92,,120,1711,1970,1723,1616
Paris_0_1024,1024,1024,795749,0.76,6,740,349,0.47,603808,599012,320271,331504,337460,342379,0.99,0.53,0.55,0.56,0.57,1327.3119699954987,1363.9397327899933,705.9288783073425,725.6406724452972,704.4407432079315,733.4032299518585,1.03,0.53,0.55,0.53,0.55,,1509,212536,153664,144871,120476
Paris_0_1024,1024,1024,795749,0.76,8,294,293,1.0,600,540,599,600,600,600,0.9,1.0,1.0,1.0,1.0,0.3607778549194336,0.30382537841796875,0.4427342414855957,0.3358025550842285,0.3538029193878174,0.32581543922424316,0.84,1.23,0.93,0.98,0.9,,261,3241,4907,5045,4397
Paris_0_1024,1024,1024,795749,0.76,10,743,678,0.91,187582,152606,30589,30780,31148,31718,0.81,0.16,0.16,0.17,0.17,335.80771017074585,269.3865580558777,40.41098117828369,41.961095333099365,41.460384130477905,42.17996048927307,0.8,0.12,0.12,0.12,0.13,,1355,53380,30696,25708,19385
random512-10-0,512,512,235900,0.9,2,106,103,0.97,437,437,437,437,437,437,1.0,1.0,1.0,1.0,1.0,0.1269223690032959,0.12692689895629883,0.1379072666168213,0.13092899322509766,0.13593649864196777,0.12792515754699707,1.0,1.09,1.03,1.07,1.01,,74,321,159,106,72
random512-10-0,512,512,235900,0.9,4,436,435,1.0,4706,4705,4701,4701,4701,4701,1.0,1.0,1.0,1.0,1.0,5.361939907073975,5.365939378738403,5.261986494064331,5.485876083374023,5.450891733169556,6.866086483001709,1.0,0.98,1.02,1.02,1.28,,350,12033,17108,18116,15068
random512-10-0,512,512,235900,0.9,6,118,117,0.99,1147,1147,1147,1152,1165,1199,1.0,1.0,1.0,1.02,1.05,0.3917579650878906,0.37678050994873047,0.3827788829803467,0.3727860450744629,0.5426864624023438,0.38777637481689453,0.96,0.98,0.95,1.39,0.99,,20,129,168,305,677
random512-10-0,512,512,235900,0.9,8,245,242,0.99,3563,3563,3563,3563,3563,3563,1.0,1.0,1.0,1.0,1.0,2.6414742469787598,2.784428119659424,2.284696102142334,2.8773601055145264,2.3306503295898438,2.841379404067993,1.05,0.86,1.09,0.88,1.08,,41,364,438,451,424
random512-10-0,512,512,235900,0.9,10,274,259,0.95,7970,6998,4929,4929,4929,4929,0.88,0.62,0.62,0.62,0.62,4.911200523376465,4.143634557723999,3.552940607070923,3.236112117767334,2.9752981662750244,3.128218173980713,0.84,0.72,0.66,0.61,0.64,,1075,7416,6832,4888,3733
random512-15-1,512,512,222683,0.85,2,117,116,0.99,735,731,731,731,731,731,0.99,0.99,0.99,0.99,0.99,0.23785853385925293,0.20788073539733887,0.21187710762023926,0.21687865257263184,0.20987844467163086,0.2648615837097168,0.87,0.89,0.91,0.88,1.11,,0,0,0,0,0
random512-15-1,512,512,222683,0.85,4,469,468,1.0,4394,4394,4394,4394,4394,4394,1.0,1.0,1.0,1.0,1.0,6.338383436203003,6.253413200378418,5.980570554733276,5.928619146347046,6.2664289474487305,6.3723719120025635,0.99,0.94,0.94,0.99,1.01,,30,78,44,28,21
random512-15-1,512,512,222683,0.85,6,685,684,1.0,4227,4211,4211,4211,4211,4205,1.0,1.0,1.0,1.0,0.99,8.435179233551025,8.24630093574524,8.42419719696045,8.345245838165283,8.783977031707764,7.963476657867432,0.98,1.0,0.99,1.04,0.94,,20,25,16,10,10
random512-15-1,512,512,222683,0.85,8,305,302,0.99,9469,10291,6491,6490,6505,6493,1.09,0.69,0.69,0.69,0.69,8.297272205352783,8.78599214553833,6.775139570236206,6.020550489425659,5.895656108856201,6.142522096633911,1.06,0.82,0.73,0.71,0.74,,677,8728,6420,5598,4589
random512-15-1,512,512,222683,0.85,10,73,72,0.99,366,368,364,364,364,364,1.01,0.99,0.99,0.99,0.99,0.09494376182556152,0.07897233963012695,0.11592888832092285,0.08096981048583984,0.07193803787231445,0.07195901870727539,0.83,1.22,0.85,0.76,0.76,,41,133,120,132,118
random512-20-2,512,512,209231,0.8,2,40,39,0.97,62,62,62,62,62,62,1.0,1.0,1.0,1.0,1.0,0.003996610641479492,0.004992961883544922,0.004996061325073242,0.007992267608642578,0.0049932003021240234,0.005991458892822266,1.25,1.25,2.0,1.25,1.5,,0,0,0,0,0
random512-20-2,512,512,209231,0.8,4,644,641,1.0,1890,1889,1889,1889,1889,1889,1.0,1.0,1.0,1.0,1.0,2.4296209812164307,2.3176755905151367,2.499568462371826,2.378638505935669,2.3506791591644287,2.280698299407959,0.95,1.03,0.98,0.97,0.94,,4,5,2,1,0
random512-20-2,512,512,209231,0.8,6,293,286,0.98,16490,16102,13101,13051,14015,13071,0.98,0.79,0.79,0.85,0.79,12.49391770362854,12.41194462776184,9.925344228744507,9.428621530532837,9.921324968338013,9.348685026168823,0.99,0.79,0.75,0.79,0.75,,509,12097,8546,5896,4501
random512-20-2,512,512,209231,0.8,8,69,68,0.99,249,206,242,244,241,241,0.83,0.97,0.98,0.97,0.97,0.028975248336791992,0.026983261108398438,0.04597187042236328,0.029976367950439453,0.02898263931274414,0.03897261619567871,0.93,1.59,1.03,1.0,1.35,,74,257,185,168,168
random512-20-2,512,512,209231,0.8,10,124,123,0.99,548,571,539,549,555,555,1.04,0.98,1.0,1.01,1.01,0.1649003028869629,0.130936861038208,0.1069338321685791,0.10993051528930664,0.10693573951721191,0.17989301681518555,0.79,0.65,0.67,0.65,1.09,,113,668,812,640,553
random512-25-3,512,512,195275,0.74,2,536,453,0.85,43969,43274,34706,34706,34706,34706,0.98,0.79,0.79,0.79,0.79,45.13428020477295,44.760481119155884,32.61341905593872,32.229633808135986,32.45553016662598,31.800902605056763,0.99,0.72,0.71,0.72,0.7,,568,22615,20788,13936,10229
random512-25-3,512,512,195275,0.74,4,391,332,0.85,22431,22017,17063,17063,17063,17063,0.98,0.76,0.76,0.76,0.76,14.804563760757446,13.245489597320557,11.494433879852295,11.33352518081665,11.20261836051941,11.86621880531311,0.89,0.78,0.77,0.76,0.8,,822,20383,17327,16292,12349
random512-25-3,512,512,195275,0.74,6,124,103,0.83,2156,2078,1976,1976,1976,1976,0.96,0.92,0.92,0.92,0.92,0.475722074508667,0.498706579208374,0.3897573947906494,0.38875532150268555,0.4767296314239502,0.3807828426361084,1.05,0.82,0.82,1.0,0.8,,157,1565,1214,950,730
random512-25-3,512,512,195275,0.74,8,544,541,0.99,43135,43126,34835,34835,34835,34835,1.0,0.81,0.81,0.81,0.81,192.67420482635498,190.51544904708862,134.75022149085999,134.60632276535034,133.84375834465027,135.51580023765564,0.99,0.7,0.7,0.69,0.7,,928,54425,38835,27090,23188
random512-25-3,512,512,195275,0.74,10,739,738,1.0,2573,3429,2565,2565,2565,2565,1.33,1.0,1.0,1.0,1.0,3.919764757156372,4.760303735733032,3.4810173511505127,3.67192006111145,3.7808213233947754,3.619915008544922,1.21,0.89,0.94,0.96,0.92,,108,1141,2045,2952,3372
random512-30-4,512,512,180132,0.69,2,535,532,0.99,2331,2331,2327,2327,2327,2327,1.0,1.0,1.0,1.0,1.0,2.124783754348755,2.656486988067627,2.100802421569824,2.1247854232788086,2.2357215881347656,2.2796947956085205,1.25,0.99,1.0,1.05,1.07,,20,106,49,36,23
random512-30-4,512,512,180132,0.69,4,394,383,0.97,15601,15569,11063,11063,11063,11063,1.0,0.71,0.71,0.71,0.71,23.99136710166931,23.785430669784546,18.71731925010681,18.8162579536438,18.639376163482666,18.891252279281616,0.99,0.78,0.78,0.78,0.79,,404,10161,7240,4790,3600
random512-30-4,512,512,180132,0.69,6,404,331,0.82,29206,29388,21738,21737,21736,21723,1.01,0.74,0.74,0.74,0.74,18.333555936813354,16.698501348495483,12.270005464553833,11.33255672454834,12.162051916122437,11.931200742721558,0.91,0.67,0.62,0.66,0.65,,432,13623,15609,11329,9087
random512-30-4,512,512,180132,0.69,8,106,91,0.86,1831,1763,1710,1706,1706,1706,0.96,0.93,0.93,0.93,0.93,0.22186970710754395,0.20787906646728516,0.26584577560424805,0.22886919975280762,0.22587227821350098,0.21189451217651367,0.94,1.2,1.03,1.02,0.96,,143,1159,691,470,353
random512-30-4,512,512,180132,0.69,10,262,253,0.97,4748,4645,4031,4466,3824,3961,0.98,0.85,0.94,0.81,0.83,2.1028177738189697,2.1277847290039062,2.2997043132781982,2.0388541221618652,2.04081392288208,2.35565447807312,1.01,1.09,0.97,0.97,1.12,,330,5463,5837,4192,3637
